order,machine,gt
• date279 item876 39325 0 162,"• machine04 9.5
• machine31 5.0
• machine07 4.0
• machine08 5.72
• machine09 10.05
• machine21 11.86
• machine14 9.5
• machine10 16.58
• machine23 12.0","• machine04 3
• machine07 3
• machine08 9
• machine09 4
• machine10 10
• machine14 10
• machine21 5
• machine23 8
• machine31 9"
• date280 item1220 8416 1 18,"• machine08 2.19
• machine22 2.38
• machine29 5.22
• machine23 3.73
• machine28 2.55
• machine21 2.1
• machine09 2.39","• machine08 3
• machine09 2
• machine21 3
• machine22 4
• machine28 2
• machine29 4"
• date280 item1392 52115 1 6,• machine09 6.33,• machine09 6
• date280 item1425 179208 0 25,• machine29 12.92,• machine29 25
• date280 item1441 8493 0 16,"• machine15 3.75
• machine12 5.25","• machine12 7
• machine15 9"
• date280 item1738 52115 1 5,• machine09 5.5,• machine09 5
• date280 item1948 179208 0 34,• machine19 17.0,• machine19 34
• date280 item1970 52115 0 2,• machine29 5.52,• machine29 2
• date280 item2252 6498 0 4,• machine23 2.0,• machine23 4
• date280 item2663 6498 0 4,• machine21 2.0,• machine21 4
• date280 item2768 6498 1 8,"• machine33 3.83
• machine28 1.33","• machine28 4
• machine33 4"
• date280 item2794 179208 0 26,"• machine20 27.0
• machine32 25.67
• machine05 26.5","• machine05 11
• machine20 12
• machine32 3"
• date280 item2875 7149 0 1,• machine21 3.83,• machine21 1
• date280 item3064 179208 0 15,• machine32 15.43,
• date280 item3092 106952 0 29,"• machine06 30.0
• machine05 30.0
• machine20 36.67
• machine19 23.0","• machine05 4
• machine06 7
• machine19 9
• machine20 9"
• date280 item3123 179208 0 40,• machine23 20.22,• machine23 40
• date280 item3137 6498 0 6,• machine08 3.07,• machine08 6
• date280 item3236 179208 0 90,"• machine20 15.0
• machine04 15.0
• machine05 15.0","• machine04 36
• machine05 24
• machine20 30"
• date280 item3311 8416 0 3,"• machine21 2.27
• machine10 2.72
• machine30 3.0
• machine29 4.88
• machine32 3.0
• machine08 3.85
• machine33 3.0","• machine29 1
• machine30 1
• machine32 1"
• date280 item3350 6498 0 4,"• machine07 2.67
• machine34 2.67","• machine07 1
• machine34 3"
• date280 item3362 179208 0 33,"• machine32 11.36
• machine01 10.67
• machine33 12.31","• machine01 7
• machine32 8
• machine33 18"
• date280 item3396 179208 0 14,• machine21 14.0,• machine21 14
• date280 item3574 6498 1 1,• machine34 3.17,• machine34 1
• date280 item3785 6516 0 15,"• machine10 3.5
• machine28 3.5
• machine22 3.95
• machine23 3.5
• machine21 3.5","• machine10 3
• machine21 3
• machine22 3
• machine23 3
• machine28 3"
• date280 item3869 8065 0 3,• machine29 3.97,• machine29 3
• date280 item3977 6498 1 6,"• machine21 1.44
• machine28 2.17","• machine21 3
• machine28 3"
• date280 item4002 179208 0 18,"• machine05 18.0
• machine04 19.5","• machine04 9
• machine05 9"
• date280 item4060 6498 0 2,• machine31 2.54,• machine31 2
• date280 item420 104092 1 178,"• machine05 24.92
• machine19 16.18
• machine16 16.0
• machine06 18.0
• machine01 15.6","• machine01 13
• machine05 60
• machine06 33
• machine16 22
• machine19 50"
• date280 item4209 77242 0 7,• machine28 7.09,• machine28 7
• date280 item423 179208 0 5,• machine16 11.0,• machine16 5
• date280 item4312 179208 0 146,"• machine06 21.2
• machine03 7.0
• machine19 45.0","• machine03 27
• machine06 65
• machine19 54"
• date280 item442 6983 1 14,"• machine09 3.07
• machine28 3.44
• machine10 4.39
• machine23 4.27","• machine09 4
• machine10 3
• machine28 6"
• date280 item4611 12881 0 2,• machine34 4.92,• machine34 2
• date280 item4625 73747 0 32,"• machine10 6.31
• machine28 5.98
• machine09 5.25","• machine09 2
• machine10 14
• machine28 17"
• date280 item4635 179208 0 92,"• machine08 25.0
• machine23 21.5","• machine08 19
• machine23 73"
• date280 item4713 179208 0 282,"• machine06 72.94
• machine19 69.63","• machine06 129
• machine19 153"
• date280 item4722 40323 1 14,"• machine21 4.67
• machine28 4.34
• machine22 6.16","• machine21 3
• machine22 4
• machine28 6"
• date280 item475 6498 0 2,"• machine09 2.5
• machine22 2.67","• machine09 1
• machine22 1"
• date280 item4799 145749 1 364,"• machine19 30.06
• machine16 11.0
• machine32 11.0
• machine17 35.03
• machine02 11.0
• machine01 31.09
• machine03 31.06
• machine06 22.1","• machine01 9
• machine02 18
• machine03 8
• machine06 6
• machine16 14
• machine17 17
• machine19 9
• machine32 22"
• date280 item4861 101291 0 19,• machine23 9.88,• machine23 19
• date280 item4924 8493 0 8,• machine10 4.33,• machine10 8
• date280 item4987 179208 0 70,"• machine23 5.93
• machine20 30.43","• machine20 38
• machine23 32"
• date280 item5303 9518 0 3,"• machine08 2.92
• machine29 4.82
• machine21 2.22
• machine07 3.75
• machine14 4.25
• machine28 4.82
• machine23 3.37
• machine10 4.15
• machine09 1.25
• machine33 4.83
• machine22 2.19",
• date280 item5532 86821 0 15,"• machine10 8.25
• machine23 7.67","• machine10 6
• machine23 9"
• date280 item5608 179208 0 45,• machine05 91.86,• machine05 45
• date280 item5650 6498 0 2,"• machine28 2.38
• machine21 2.38","• machine21 1
• machine28 1"
• date280 item6089 9195 0 21,"• machine29 4.09
• machine30 1.27
• machine21 6.82
• machine32 8.17
• machine36 2.33","• machine21 4
• machine29 5
• machine30 3
• machine32 8
• machine36 2"
• date280 item6140 179208 0 74,"• machine28 12.01
• machine08 25.0","• machine08 3
• machine28 6"
• date280 item6316 106952 0 23,"• machine28 21.8
• machine05 14.67
• machine04 12.45
• machine10 46.65","• machine04 6
• machine05 8
• machine28 10"
• date280 item6341 179208 0 134,"• machine05 27.39
• machine04 35.0
• machine10 5.96","• machine04 56
• machine05 44
• machine10 34"
• date280 item6409 104092 0 32,"• machine05 33.66
• machine19 30.88
• machine01 30.0
• machine20 33.56
• machine06 35.99
• machine32 33.12","• machine01 1
• machine05 5
• machine06 3
• machine19 4
• machine20 6
• machine32 2"
• date280 item6428 6498 0 4,"• machine09 3.62
• machine28 1.74",• machine28 4
• date280 item6594 6498 1 1,"• machine30 1.8
• machine22 1.82",• machine30 1
• date280 item745 26335 0 5,"• machine08 5.1
• machine28 5.45
• machine04 6.0
• machine14 6.04
• machine31 8.3
• machine09 5.48
• machine35 4.32
• machine23 4.62
• machine07 6.57
• machine29 5.77
• machine10 5.93
• machine21 6.71","• machine23 1
• machine28 1
• machine35 1"
• date281 item01 103554 0 4,• machine09 9.5,• machine09 4
• date281 item1111 39310 0 7,"• machine21 7.2
• machine28 8.17
• machine23 6.25
• machine10 6.97
• machine31 6.67","• machine10 2
• machine21 1
• machine23 1
• machine28 1
• machine31 2"
• date281 item1165 26391 0 70,"• machine07 4.62
• machine22 5.67
• machine28 5.17
• machine30 3.32
• machine09 4.88
• machine23 5.67
• machine08 4.99
• machine21 5.1","• machine07 14
• machine08 9
• machine09 14
• machine21 1
• machine22 8
• machine23 8
• machine28 10
• machine30 6"
• date281 item1311 103554 0 4,• machine31 9.2,• machine31 4
• date281 item1416 45374 0 124,"• machine14 8.57
• machine08 8.89
• machine31 10.77
• machine04 10.34
• machine34 9.22
• machine10 9.82
• machine20 8.7","• machine04 22
• machine08 4
• machine10 42
• machine14 7
• machine20 6
• machine31 6
• machine34 38"
• date281 item1696 179208 0 100,• machine19 100.0,• machine19 100
• date281 item183 86821 1 15,"• machine10 8.0
• machine21 7.5",• machine21 15
• date281 item1954 7149 1 7,• machine08 3.7,• machine08 7
• date281 item2052 6498 0 3,• machine08 3.25,• machine08 3
• date281 item2057 6498 0 1,• machine23 1.0,• machine23 1
• date281 item2153 52115 0 24,"• machine29 6.83
• machine09 6.0","• machine09 7
• machine29 17"
• date281 item2180 179208 1 18,• machine06 18.0,• machine06 18
• date281 item2233 6498 0 1,• machine21 1.83,• machine21 1
• date281 item2470 8493 0 8,• machine28 4.32,• machine28 8
• date281 item2621 179208 0 90,• machine01 45.0,• machine01 90
• date281 item2962 109083 1 21,"• machine22 8.83
• machine28 6.33
• machine10 7.91","• machine10 1
• machine22 13
• machine28 7"
• date281 item3173 179208 0 26,• machine21 13.0,
• date281 item3301 179208 0 50,• machine10 25.0,• machine10 50
• date281 item3523 104092 0 72,"• machine01 7.5
• machine05 21.13
• machine32 25.0
• machine19 14.25
• machine20 5.17","• machine01 18
• machine05 11
• machine19 18
• machine20 9
• machine32 14"
• date281 item3717 113012 0 28,"• machine23 10.04
• machine28 8.75
• machine21 10.0","• machine23 7
• machine28 21"
• date281 item3719 6498 0 1,"• machine08 1.67
• machine22 1.56",• machine22 1
• date281 item3741 7149 1 7,• machine09 3.72,• machine09 7
• date281 item3859 104092 0 353,"• machine03 25.0
• machine06 129.67
• machine19 163.33
• machine01 16.2
• machine16 20.0","• machine01 95
• machine03 74
• machine06 40
• machine16 92
• machine19 52"
• date281 item3958 6498 0 5,"• machine21 2.92
• machine28 3.33","• machine21 1
• machine28 4"
• date281 item3962 104092 0 114,"• machine20 20.0
• machine32 22.33
• machine01 45.0
• machine06 12.0
• machine05 15.0","• machine01 32
• machine05 11
• machine06 30
• machine20 31
• machine32 11"
• date281 item4005 6498 0 5,"• machine10 3.07
• machine21 2.72","• machine10 4
• machine21 1"
• date281 item4177 179208 0 206,• machine02 103.33,• machine02 206
• date281 item4380 6498 1 2,• machine22 2.52,• machine22 2
• date281 item459 8807 0 76,"• machine29 1.65
• machine30 1.13
• machine23 6.17
• machine28 5.47
• machine08 4.83
• machine35 5.25
• machine09 1.0
• machine10 3.25
• machine22 1.2
• machine21 11.8","• machine08 6
• machine09 6
• machine10 7
• machine21 1
• machine22 6
• machine23 7
• machine28 6
• machine29 9
• machine30 12
• machine35 13"
• date281 item4604 6498 0 2,• machine23 1.0,• machine23 2
• date281 item4920 104092 0 180,"• machine32 31.67
• machine20 18.0
• machine06 13.21
• machine01 25.0
• machine05 3.68","• machine01 34
• machine05 33
• machine06 37
• machine20 36
• machine32 41"
• date281 item4942 52115 0 12,• machine23 6.05,• machine23 12
• date281 item4945 27256 1 14,"• machine09 2.67
• machine10 2.79
• machine28 3.0","• machine09 5
• machine10 2
• machine28 7"
• date281 item4965 106952 0 108,"• machine03 13.33
• machine19 14.0
• machine06 15.33
• machine32 12.36","• machine03 21
• machine06 37
• machine19 29
• machine32 22"
• date281 item4999 179208 0 14,• machine18 29.0,• machine18 14
• date281 item5021 106952 0 72,"• machine06 18.67
• machine17 18.0
• machine32 16.48
• machine16 20.4","• machine06 34
• machine16 13
• machine17 15
• machine32 10"
• date281 item5318 102669 0 8,"• machine04 9.33
• machine05 6.67
• machine29 10.0","• machine04 1
• machine05 5
• machine29 2"
• date281 item5401 6498 0 1,• machine28 2.17,• machine28 1
• date281 item5466 7149 1 1,• machine21 3.92,• machine21 1
• date281 item5481 6498 0 5,• machine21 2.58,• machine21 5
• date281 item563 8844 0 17,"• machine09 3.69
• machine21 4.33
• machine08 6.0
• machine23 4.34","• machine08 8
• machine09 3
• machine21 4
• machine23 1"
• date281 item6125 6516 0 2,"• machine23 3.22
• machine10 1.83
• machine28 3.33
• machine22 2.42
• machine08 3.08
• machine21 3.33",• machine28 1
• date281 item62 6498 0 1,• machine10 2.83,• machine10 1
• date281 item6216 7149 0 1,• machine10 3.84,• machine10 1
• date281 item6248 109155 0 222,"• machine04 13.96
• machine03 22.0
• machine32 13.12
• machine09 14.26
• machine05 14.58
• machine14 13.69
• machine20 22.0","• machine03 13
• machine04 8
• machine05 28
• machine09 11
• machine14 40
• machine20 60
• machine32 63"
• date281 item6339 179208 1 13,• machine21 13.25,• machine21 1
• date281 item6363 9518 0 60,"• machine07 3.11
• machine35 2.83
• machine23 3.2
• machine31 3.32
• machine30 3.02
• machine09 3.3
• machine34 2.67
• machine08 3.62
• machine21 3.82
• machine14 3.0
• machine22 2.32","• machine07 9
• machine08 6
• machine09 5
• machine21 8
• machine23 9
• machine30 8
• machine31 1
• machine34 8
• machine35 6"
• date281 item6366 179208 0 11,"• machine33 11.99
• machine32 12.54
• machine05 10.0","• machine05 6
• machine32 2
• machine33 3"
• date281 item6520 179208 0 30,• machine06 15.33,• machine06 30
• date281 item6578 8416 1 4,"• machine22 4.17
• machine21 3.78
• machine28 3.75
• machine10 4.5","• machine21 1
• machine22 1
• machine28 2"
• date281 item800 179208 1 96,"• machine04 21.74
• machine07 18.0
• machine21 9.67","• machine04 31
• machine07 26
• machine21 38"
• date281 item863 104092 0 124,"• machine22 9.25
• machine08 8.12
• machine23 25.34
• machine28 8.32
• machine34 7.82
• machine21 5.82","• machine08 28
• machine22 26
• machine23 18
• machine28 19
• machine34 8"
• date281 item891 145749 0 342,"• machine16 28.0
• machine05 19.14
• machine18 22.0
• machine06 20.76
• machine32 21.11
• machine01 25.5
• machine20 19.87
• machine03 17.0","• machine01 22
• machine03 50
• machine05 32
• machine06 49
• machine16 52
• machine18 19
• machine20 55
• machine32 62"
• date281 item947 179208 0 47,"• machine17 49.0
• machine32 46.82","• machine17 15
• machine32 32"
• date282 item1158 45374 0 9,"• machine10 9.74
• machine28 9.87
• machine21 7.82
• machine23 8.59
• machine04 9.82
• machine08 9.5
• machine09 7.71","• machine04 1
• machine08 1
• machine09 1
• machine10 2
• machine21 2
• machine23 1
• machine28 1"
• date282 item1175 11541 0 86,"• machine22 3.05
• machine31 1.95
• machine09 3.27
• machine32 3.45
• machine30 3.68
• machine35 2.21
• machine10 2.2
• machine21 2.78
• machine15 2.14
• machine07 2.45
• machine14 5.0
• machine34 4.71
• machine33 4.18
• machine23 3.33
• machine08 4.03","• machine07 4
• machine08 3
• machine09 5
• machine10 4
• machine14 3
• machine15 5
• machine21 4
• machine22 4
• machine23 4
• machine30 5
• machine31 3
• machine32 5
• machine33 5
• machine34 1
• machine35 4"
