order,gt
date022 item231 6332 0 12,machine10 1 • machine21 4 • machine22 4 • machine31 3
date027 item4264 73747 0 5,machine08 2 • machine09 3
date068 item2115 179208 0 10,machine05 10
date286 item1064 6332 1 14,machine08 3 • machine22 3 • machine30 7
date027 item4923 41077 0 76,machine01 1 • machine05 14 • machine08 25 • machine20 29 • machine28 7
date166 item5823 8065 0 1,machine29 1
date038 item6427 32141 0 131,machine01 8 • machine04 12 • machine08 1 • machine09 12 • machine10 16 • machine14 11 • machine18 7 • machine20 7 • machine21 16 • machine28 12 • machine31 7 • machine32 8 • machine34 8 • machine35 3
date164 item6139 6498 0 1,machine35 1
date282 item2190 52115 1 6,machine08 6
date004 item3471 15483 0 29,machine08 5 • machine09 2 • machine21 4 • machine23 5 • machine28 2 • machine30 7 • machine33 4
date287 item2711 8065 0 2,machine10 2
date174 item1701 86821 1 7,machine33 7
date081 item3049 6498 0 5,machine21 5
date097 item4802 6516 0 2,machine10 1 • machine21 1
date266 item6282 71815 0 114,machine04 8 • machine07 8 • machine08 1 • machine21 2 • machine23 26 • machine30 24 • machine31 26 • machine32 20
date002 item5103 40772 0 27,machine04 4 • machine09 8 • machine14 6 • machine21 8
date090 item2288 13140 0 2,machine28 2
date185 item4281 6498 0 1,machine30 1
date213 item5929 6498 0 1,machine32 1
date204 item6239 104092 0 132,machine01 10 • machine18 7 • machine19 59 • machine20 49 • machine32 6
date012 item3323 179208 0 11,machine32 11
date314 item3225 105576 0 127,machine04 20 • machine05 15 • machine08 26 • machine10 2 • machine14 2 • machine21 10 • machine23 9 • machine32 24 • machine33 18
date084 item6519 27256 0 2,machine07 1 • machine30 1
date043 item1258 179208 0 10,machine14 7 • machine21 3
date242 item5285 81393 1 118,machine04 2 • machine07 16 • machine09 20 • machine14 21 • machine20 24 • machine23 18 • machine34 6 • machine35 13
date280 item3362 179208 0 33,machine01 5 • machine32 4 • machine33 24
date011 item5370 104092 0 31,machine02 7 • machine06 7 • machine16 8 • machine17 1 • machine19 7
date026 item2717 104092 1 75,machine03 14 • machine05 10 • machine06 12 • machine19 25 • machine20 14
date204 item5711 52115 0 6,machine07 6
date262 item254 27256 0 8,machine11 2 • machine31 2 • machine34 3
date042 item2380 86821 0 28,machine08 14 • machine09 14
date141 item1661 6498 1 4,machine23 4
date090 item1161 32819 0 78,machine04 15 • machine07 17 • machine09 13 • machine14 2 • machine21 11 • machine23 3 • machine31 10 • machine35 8
date173 item5681 179208 0 47,machine01 18 • machine19 29
date248 item3612 6498 0 6,machine21 6
date100 item971 179208 0 46,machine04 46
date295 item1249 179208 0 44,machine04 29 • machine05 15
date175 item5794 10156 0 2,nan
date150 item5371 104092 0 13,machine04 1 • machine05 4 • machine09 5 • machine21 1 • machine23 3
date245 item2124 8065 0 14,machine08 9 • machine23 5
date296 item6497 8065 0 14,machine08 4 • machine29 10
date179 item4309 6498 0 1,machine09 1
date313 item588 8065 1 4,machine09 4
date017 item1721 6498 0 1,machine08 1
date027 item5904 179208 1 6,machine05 6
date292 item4179 103554 0 4,machine14 4
date259 item6180 6498 0 6,machine07 1 • machine21 5
date055 item4556 10807 0 3,machine28 1 • machine29 1
date175 item2850 179208 0 38,machine23 38
date054 item6087 6516 1 13,machine21 2 • machine22 3 • machine23 2 • machine28 3 • machine30 4
date176 item5819 179208 0 20,machine28 20
date300 item1050 179208 0 10,machine14 6 • machine23 4
date192 item1764 102669 0 8,machine10 7 • machine20 1
date034 item3445 7149 0 1,machine21 1
date134 item4873 50351 0 30,machine14 5 • machine21 1 • machine28 9 • machine32 15
date106 item359 6498 0 3,machine14 3
date160 item3622 6498 0 3,machine28 3
date121 item5611 6498 0 4,machine08 2 • machine33 2
date038 item3316 8493 1 2,machine08 2
date085 item3875 6498 0 5,machine21 5
date101 item3582 86821 0 3,machine23 3
date287 item1980 27256 1 20,machine08 12 • machine23 7 • machine29 1
date139 item4852 35875 0 6,machine09 1 • machine10 1 • machine21 1 • machine28 1 • machine30 1
date102 item5293 104092 0 35,machine05 6 • machine16 10 • machine17 15 • machine20 4
date298 item1730 8493 0 8,machine08 8
date004 item5240 6498 1 5,machine30 5
date312 item6293 104092 0 230,machine01 39 • machine05 40 • machine06 26 • machine17 71 • machine19 20 • machine32 33
date112 item4187 6498 0 1,machine22 1
date197 item1422 179208 0 16,machine03 8 • machine18 5 • machine20 3
date229 item838 179208 0 138,machine06 67 • machine19 71
date140 item3367 81204 0 17,machine04 17
date100 item2026 6498 0 1,machine23 1
date211 item4945 27256 0 2,machine10 1 • machine28 1
date184 item750 8767 0 22,machine01 2 • machine07 3 • machine08 2 • machine09 4 • machine21 6 • machine23 5
date221 item2993 179208 0 100,machine19 100
date312 item2204 6498 0 2,machine10 1 • machine28 1
date195 item609 13583 0 4,machine11 1 • machine14 1 • machine15 1 • machine28 1 • machine29 1
date036 item726 7810 0 43,machine01 1 • machine07 2 • machine08 3 • machine09 1 • machine10 2 • machine14 1 • machine21 5 • machine22 2 • machine23 5 • machine25 3 • machine26 2 • machine28 4 • machine30 6 • machine31 1 • machine35 5
date119 item2660 6498 0 2,machine32 2
date231 item696 6498 0 4,machine14 2 • machine28 2
date233 item5973 179208 0 75,machine17 75
date084 item5059 26391 0 33,machine08 7 • machine09 1 • machine14 2 • machine21 1 • machine23 8 • machine30 5 • machine31 5 • machine35 4
date149 item3210 52115 0 13,machine01 10 • machine19 3
date120 item6320 106952 1 106,machine09 25 • machine10 21 • machine14 41 • machine23 19
date174 item4188 179208 0 11,machine05 11
date015 item3982 8416 0 23,machine08 3 • machine09 5 • machine10 4 • machine28 6 • machine29 5
date190 item1767 6498 0 6,machine08 1 • machine28 5
date026 item4065 179208 0 37,machine06 37
date057 item3249 6498 0 3,machine08 3
date222 item518 14413 0 4,nan
date064 item2830 179208 0 12,machine21 12
date336 item2007 6498 0 6,machine23 6
date071 item6375 28824 0 4,machine10 1 • machine21 1 • machine30 2
date070 item4213 27907 0 22,machine08 5 • machine23 4 • machine34 13
date280 item3869 8065 0 3,machine29 3
date278 item557 179208 0 5,machine20 5
date157 item1325 81204 0 8,machine10 7 • machine28 1
date190 item1884 179208 0 45,machine19 45
date034 item3036 179208 0 80,machine23 80
date333 item844 81204 0 17,machine04 12 • machine20 5
date304 item881 6498 0 2,machine10 1 • machine22 1
date315 item4193 104092 0 224,machine05 99 • machine08 40 • machine21 11 • machine29 19 • machine30 55
date130 item2753 77242 0 7,machine23 7
date086 item6154 81204 0 4,machine04 4
date139 item5429 6498 0 1,machine14 1
date200 item3592 179208 0 22,machine32 22
date345 item4808 179208 0 42,machine22 7 • machine23 35
date240 item38 6498 0 2,machine23 1 • machine28 1
date164 item1211 99504 0 40,machine09 15 • machine16 14 • machine23 12
date283 item1651 52115 1 5,machine08 5
date313 item1447 179208 0 28,machine30 28
date162 item1764 102669 0 46,machine09 4 • machine10 6 • machine20 37
date025 item5995 18691 1 18,machine10 11 • machine28 7
date351 item3883 6498 1 1,machine22 1
date344 item6349 179208 0 60,machine08 17 • machine33 22 • machine34 21
date043 item5016 15218 0 68,machine04 11 • machine08 31 • machine09 2 • machine10 2 • machine14 13 • machine28 8
date006 item381 6332 0 1,nan
date331 item2531 179208 0 84,machine05 50 • machine32 34
date004 item274 27256 1 6,machine23 2 • machine31 3
date014 item14 6498 0 1,machine31 1
date175 item3142 6516 0 16,machine08 5 • machine09 4 • machine21 1 • machine28 4 • machine33 3
date204 item3566 106952 0 118,machine19 34 • machine20 30 • machine32 4 • machine33 50
date267 item1567 6332 1 16,machine14 5 • machine22 1 • machine31 6 • machine35 4
date211 item5119 109155 0 9,machine01 2 • machine03 2 • machine05 1 • machine20 2 • machine32 1 • machine33 2
date156 item5740 104092 0 80,machine04 20 • machine08 8 • machine09 29 • machine20 10 • machine21 14
date133 item1855 103554 0 4,machine32 4
date004 item4007 28824 0 22,machine08 11 • machine10 3 • machine29 8
date192 item1861 179208 0 30,machine23 30
date075 item6569 6498 0 2,machine21 1 • machine28 1
date203 item5940 77242 0 14,machine31 14
date048 item6229 6498 0 2,machine09 2
date119 item2720 6498 0 1,machine28 1
date112 item5934 8493 0 4,machine23 4
date023 item3012 52115 0 5,machine08 5
date364 item2392 106952 0 59,machine04 20 • machine10 18 • machine23 5 • machine28 16
date195 item5474 104092 0 115,machine03 39 • machine06 21 • machine17 16 • machine19 30 • machine32 9
date150 item400 6498 0 1,machine14 1
date208 item4261 6498 0 2,machine10 1 • machine28 1
date322 item5164 25510 0 118,machine08 12 • machine09 11 • machine10 12 • machine14 1 • machine21 2 • machine22 22 • machine23 16 • machine28 16 • machine29 10 • machine31 2 • machine33 13
date348 item3079 179208 1 84,machine05 56 • machine20 28
date097 item566 14416 0 142,machine04 19 • machine08 18 • machine09 23 • machine14 19 • machine20 14 • machine21 18 • machine22 8 • machine23 1 • machine28 7 • machine35 16
date065 item6527 27256 0 8,machine08 3 • machine34 5
date026 item2289 179208 1 6,machine09 6
date084 item3805 6516 0 2,machine10 1
date305 item479 179208 1 31,machine32 31
date357 item2512 86821 0 8,machine08 8
date312 item72 52115 0 22,machine10 19 • machine31 3
date086 item3616 33640 0 26,machine21 14 • machine23 11 • machine29 1
date272 item107 10500 0 24,machine08 1 • machine14 2 • machine21 5 • machine30 6 • machine32 7 • machine33 2
date257 item5347 9067 0 3,machine08 1 • machine10 1 • machine28 1
date283 item1978 13583 0 50,machine08 5 • machine21 15 • machine23 11 • machine29 3 • machine30 16
date245 item1359 6332 0 9,machine12 3 • machine28 2 • machine30 3
date301 item3285 6498 0 1,machine23 1
date226 item5169 179208 1 440,machine01 157 • machine02 10 • machine16 273
date333 item6436 20470 0 36,machine07 10 • machine09 5 • machine21 3 • machine22 1 • machine23 7 • machine30 2 • machine32 1 • machine35 7
date274 item3783 6516 0 3,machine08 1 • machine10 1 • machine21 1
date355 item2713 6498 1 1,machine21 1
date213 item1541 179208 0 65,machine06 65
date028 item3510 6498 0 8,machine08 4 • machine28 4
date131 item2038 17612 0 5,machine09 1 • machine10 2 • machine21 1 • machine29 1
date210 item1444 179208 1 70,machine01 51 • machine06 8 • machine19 11
date076 item4096 28168 0 48,machine08 2 • machine09 17 • machine14 20 • machine21 6 • machine29 2
date072 item849 6498 1 3,machine35 3
date315 item1512 179208 0 37,machine05 37
date292 item2691 8493 0 4,machine28 4
date043 item4404 6498 0 5,machine21 2 • machine30 3
date182 item3874 15483 0 30,machine04 5 • machine05 6 • machine08 9 • machine09 1 • machine32 7
date178 item2400 7149 0 1,machine14 1
date156 item5623 45374 0 63,machine06 23 • machine19 12 • machine20 13 • machine29 6 • machine32 5 • machine33 4
date190 item1113 23182 0 116,machine05 10 • machine08 15 • machine09 12 • machine10 19 • machine14 9 • machine21 16 • machine22 2 • machine23 11 • machine28 12 • machine35 11
date216 item2148 8065 0 7,machine29 7
date322 item5728 179208 0 38,machine02 38
date168 item3493 6498 0 2,machine23 2
date344 item6413 6557 0 36,machine07 2 • machine08 3 • machine09 6 • machine10 4 • machine12 1 • machine21 3 • machine22 5 • machine23 3 • machine30 4 • machine34 5
date165 item667 104092 0 10,machine10 1 • machine21 2 • machine23 2 • machine28 1 • machine29 2 • machine34 2
date340 item5118 106952 1 11,machine04 4 • machine14 1 • machine32 2 • machine33 3
date272 item5519 8844 0 4,machine31 2 • machine34 1 • machine35 1
date037 item4372 8065 0 8,machine09 8
date306 item6117 6498 1 2,machine10 2
date075 item3611 6498 1 1,machine21 1
date041 item649 8065 0 7,machine23 3 • machine34 4
date343 item286 6498 0 4,machine26 2 • machine30 2
date112 item1610 7149 0 7,machine23 7
date329 item2910 179208 0 18,machine04 18
date354 item5207 106952 1 216,machine06 63 • machine16 28 • machine17 97 • machine19 28
date045 item3677 102669 0 8,machine10 3 • machine21 2 • machine28 3
date170 item5141 179208 0 41,machine20 41
date350 item2602 179208 0 120,machine20 120
date076 item1026 17118 0 45,machine08 4 • machine09 5 • machine10 6 • machine21 6 • machine23 8 • machine28 8 • machine30 8
date113 item2557 6498 1 1,machine21 1
date329 item3753 6498 0 1,machine34 1
date241 item5015 179208 0 39,machine01 10 • machine04 22 • machine05 8
date129 item341 6498 0 4,machine08 3 • machine30 1
date087 item2001 8493 0 8,machine08 2 • machine32 6
date244 item2645 77242 0 14,machine10 14
date267 item1319 106952 0 84,machine14 30 • machine28 1 • machine29 21 • machine31 31
date047 item4844 98424 0 11,machine01 2 • machine05 1 • machine06 1 • machine10 1 • machine19 1 • machine20 1 • machine28 1 • machine32 1 • machine33 2
date348 item4244 27256 0 3,machine09 3
date234 item5810 6498 0 1,machine21 1
date184 item6034 105576 0 108,machine05 30 • machine14 25 • machine20 11 • machine21 8 • machine23 1 • machine28 21 • machine32 5 • machine33 1 • machine35 6
date204 item2836 106952 0 38,machine10 11 • machine21 7 • machine23 13 • machine28 7
date312 item2533 81204 0 34,machine21 16 • machine23 18
date056 item89 6498 0 6,machine21 3 • machine30 3
date219 item6505 104092 1 308,machine01 12 • machine03 15 • machine06 143 • machine16 118 • machine32 20
date274 item2666 179208 0 140,machine20 140
date252 item6170 34772 1 5,machine04 1 • machine15 2 • machine31 2
date050 item5404 6498 1 1,machine14 1
date132 item1046 100388 0 10,machine03 1 • machine04 1 • machine14 1 • machine21 1 • machine22 1 • machine23 1 • machine30 1 • machine32 1 • machine33 1
date231 item5616 179208 0 59,machine06 4 • machine17 55
date090 item4297 8416 0 3,machine09 1 • machine23 1 • machine33 1
date288 item5254 6498 1 2,machine21 2
date296 item1179 6498 0 1,machine08 1
date215 item3401 179208 0 66,machine01 66
date102 item3830 10156 0 46,machine08 10 • machine10 6 • machine21 6 • machine22 6 • machine28 3 • machine29 4 • machine30 5 • machine33 6
date158 item217 23088 1 54,machine04 6 • machine08 3 • machine09 3 • machine10 5 • machine15 6 • machine20 2 • machine22 1 • machine25 7 • machine28 7 • machine31 10 • machine34 3
date183 item2478 8065 0 4,machine21 4
date080 item2167 101291 0 4,machine09 4
date268 item329 6498 0 3,machine35 3
date178 item610 14698 0 44,machine09 7 • machine10 19 • machine23 3 • machine29 15
date020 item3574 6498 0 3,machine34 3
date192 item6597 6516 0 2,nan
date026 item6204 6498 0 4,machine21 3 • machine30 1
date231 item4905 18212 0 3,nan
