order,gt
"• date104 item4097 104092 1 20
• date104 item4097 104092 1 20
• date104 item4097 104092 1 20
• date104 item4097 104092 1 20
• date104 item4097 104092 1 20
• date104 item4097 104092 1 20","• item4097 machine01 date104 1
• item4097 machine05 date104 6
• item4097 machine06 date104 6
• item4097 machine16 date104 4
• item4097 machine17 date104 2
• item4097 machine20 date104 1"
• date060 item3919 6498 0 5,• item3919 machine22 date060 5
"• date263 item6356 6516 0 10
• date263 item6356 6516 0 10
• date263 item6356 6516 0 10
• date263 item6356 6516 0 10
• date263 item6356 6516 0 10
• date263 item6356 6516 0 10","• item6356 machine08 date263 2
• item6356 machine09 date263 2
• item6356 machine21 date263 1
• item6356 machine22 date263 2
• item6356 machine30 date263 2"
"• date252 item2534 101291 0 9
• date252 item2534 101291 0 9","• item2534 machine09 date252 7
• item2534 machine23 date252 2"
"• date094 item6148 179208 0 110
• date094 item6148 179208 0 110
• date094 item6148 179208 0 110","• item6148 machine05 date094 54
• item6148 machine06 date094 39
• item6148 machine20 date094 17"
• date273 item3041 6498 0 2,• item3041 machine21 date273 2
"• date116 item1105 40323 1 28
• date116 item1105 40323 1 28
• date116 item1105 40323 1 28","• item1105 machine09 date116 7
• item1105 machine14 date116 15
• item1105 machine21 date116 6"
• date072 item5614 52115 1 3,• item5614 machine22 date072 3
"• date258 item594 6516 0 18
• date258 item594 6516 0 18
• date258 item594 6516 0 18
• date258 item594 6516 0 18
• date258 item594 6516 0 18
• date258 item594 6516 0 18","• item594 machine08 date258 3
• item594 machine21 date258 2
• item594 machine22 date258 4
• item594 machine23 date258 1
• item594 machine28 date258 3
• item594 machine33 date258 6"
"• date321 item2920 77242 0 26
• date321 item2920 77242 0 26","• item2920 machine09 date321 7
• item2920 machine14 date321 19"
"• date363 item5279 15015 0 6
• date363 item5279 15015 0 6
• date363 item5279 15015 0 6
• date363 item5279 15015 0 6","• item5279 machine08 date363 3
• item5279 machine09 date363 2"
• date359 item4132 6498 1 1,• item4132 machine30 date359 1
"• date065 item2313 179208 0 53
• date065 item2313 179208 0 53","• item2313 machine20 date065 26
• item2313 machine32 date065 27"
"• date162 item5330 7149 1 14
• date162 item5330 7149 1 14","• item5330 machine10 date162 8
• item5330 machine28 date162 6"
"• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44
• date013 item245 14191 0 44","• item245 machine04 date013 4
• item245 machine07 date013 5
• item245 machine10 date013 3
• item245 machine21 date013 4
• item245 machine22 date013 6
• item245 machine24 date013 5
• item245 machine25 date013 4
• item245 machine28 date013 1
• item245 machine31 date013 8
• item245 machine33 date013 2
• item245 machine34 date013 2"
"• date279 item5986 102669 0 46
• date279 item5986 102669 0 46
• date279 item5986 102669 0 46","• item5986 machine31 date279 20
• item5986 machine32 date279 14
• item5986 machine33 date279 12"
"• date255 item4803 179208 0 61
• date255 item4803 179208 0 61
• date255 item4803 179208 0 61","• item4803 machine01 date255 25
• item4803 machine06 date255 12
• item4803 machine19 date255 24"
"• date018 item6428 6498 0 8
• date018 item6428 6498 0 8","• item6428 machine09 date018 5
• item6428 machine28 date018 3"
"• date037 item6012 11094 0 28
• date037 item6012 11094 0 28
• date037 item6012 11094 0 28
• date037 item6012 11094 0 28
• date037 item6012 11094 0 28
• date037 item6012 11094 0 28
• date037 item6012 11094 0 28","• item6012 machine08 date037 5
• item6012 machine09 date037 5
• item6012 machine14 date037 1
• item6012 machine21 date037 3
• item6012 machine32 date037 2
• item6012 machine33 date037 6
• item6012 machine35 date037 6"
"• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44
• date049 item07 20470 0 44","• item07 machine08 date049 5
• item07 machine09 date049 8
• item07 machine14 date049 8
• item07 machine21 date049 2
• item07 machine23 date049 7
• item07 machine28 date049 4
• item07 machine30 date049 4
• item07 machine33 date049 7"
"• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4
• date005 item4583 12834 0 4","• item4583 machine10 date005 1
• item4583 machine14 date005 1
• item4583 machine21 date005 1
• item4583 machine22 date005 1
• item4583 machine30 date005 1"
• date277 item5626 6498 0 6,• item5626 machine23 date277 6
• date271 item829 179208 0 6,• item829 machine21 date271 6
"• date254 item3120 6498 0 6
• date254 item3120 6498 0 6","• item3120 machine14 date254 2
• item3120 machine21 date254 4"
"• date006 item6554 179208 0 54
• date006 item6554 179208 0 54","• item6554 machine03 date006 39
• item6554 machine19 date006 15"
"• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4
• date330 item6384 24848 0 4","• item6384 machine04 date330 1
• item6384 machine09 date330 1
• item6384 machine14 date330 1"
"• date210 item75 6498 0 5
• date210 item75 6498 0 5","• item75 machine21 date210 1
• item75 machine34 date210 4"
"• date032 item954 179208 1 69
• date032 item954 179208 1 69","• item954 machine01 date032 17
• item954 machine05 date032 52"
• date108 item2461 52115 0 2,• item2461 machine08 date108 2
• date272 item6517 179208 0 10,• item6517 machine29 date272 10
"• date320 item5477 104092 0 38
• date320 item5477 104092 0 38
• date320 item5477 104092 0 38
• date320 item5477 104092 0 38
• date320 item5477 104092 0 38","• item5477 machine03 date320 7
• item5477 machine06 date320 12
• item5477 machine16 date320 1
• item5477 machine17 date320 15
• item5477 machine19 date320 4"
"• date027 item380 6332 0 1
• date027 item380 6332 0 1
• date027 item380 6332 0 1
• date027 item380 6332 0 1",
"• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156
• date314 item6264 98424 1 156","• item6264 machine01 date314 2
• item6264 machine05 date314 25
• item6264 machine06 date314 25
• item6264 machine14 date314 8
• item6264 machine16 date314 14
• item6264 machine17 date314 17
• item6264 machine18 date314 14
• item6264 machine19 date314 10
• item6264 machine20 date314 21
• item6264 machine32 date314 15
• item6264 machine33 date314 6"
"• date039 item1806 6498 0 7
• date039 item1806 6498 0 7","• item1806 machine08 date039 4
• item1806 machine09 date039 3"
"• date036 item3032 6498 1 10
• date036 item3032 6498 1 10","• item3032 machine10 date036 1
• item3032 machine28 date036 9"
"• date286 item5469 8493 0 4
• date286 item5469 8493 0 4","• item5469 machine14 date286 2
• item5469 machine21 date286 2"
"• date281 item800 179208 1 96
• date281 item800 179208 1 96
• date281 item800 179208 1 96","• item800 machine04 date281 9
• item800 machine07 date281 29
• item800 machine21 date281 58"
"• date181 item3045 6498 0 1
• date181 item3045 6498 0 1",• item3045 machine28 date181 1
"• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81
• date054 item421 39325 0 81","• item421 machine01 date054 14
• item421 machine04 date054 11
• item421 machine05 date054 8
• item421 machine10 date054 6
• item421 machine16 date054 9
• item421 machine29 date054 15
• item421 machine32 date054 9
• item421 machine33 date054 9"
• date040 item3881 179208 0 8,• item3881 machine05 date040 8
"• date079 item4058 6516 1 6
• date079 item4058 6516 1 6
• date079 item4058 6516 1 6
• date079 item4058 6516 1 6
• date079 item4058 6516 1 6","• item4058 machine09 date079 2
• item4058 machine21 date079 1
• item4058 machine30 date079 2
• item4058 machine32 date079 1"
• date209 item2847 12881 0 9,• item2847 machine21 date209 9
• date266 item5070 7149 1 3,• item5070 machine28 date266 3
"• date158 item2302 106952 0 124
• date158 item2302 106952 0 124
• date158 item2302 106952 0 124
• date158 item2302 106952 0 124","• item2302 machine03 date158 2
• item2302 machine04 date158 38
• item2302 machine05 date158 45
• item2302 machine20 date158 40"
"• date132 item3615 179208 0 34
• date132 item3615 179208 0 34","• item3615 machine04 date132 2
• item3615 machine29 date132 32"
"• date245 item3952 6498 0 2
• date245 item3952 6498 0 2","• item3952 machine21 date245 1
• item3952 machine28 date245 1"
"• date188 item4751 8065 0 14
• date188 item4751 8065 0 14","• item4751 machine09 date188 6
• item4751 machine31 date188 8"
"• date278 item3567 7149 1 7
• date278 item3567 7149 1 7","• item3567 machine21 date278 3
• item3567 machine28 date278 4"
"• date203 item4277 28824 0 20
• date203 item4277 28824 0 20
• date203 item4277 28824 0 20","• item4277 machine22 date203 9
• item4277 machine23 date203 1
• item4277 machine30 date203 9"
"• date251 item1405 104092 1 18
• date251 item1405 104092 1 18
• date251 item1405 104092 1 18
• date251 item1405 104092 1 18
• date251 item1405 104092 1 18","• item1405 machine01 date251 6
• item1405 machine08 date251 3
• item1405 machine14 date251 3
• item1405 machine23 date251 6"
"• date343 item1081 6516 0 13
• date343 item1081 6516 0 13
• date343 item1081 6516 0 13
• date343 item1081 6516 0 13
• date343 item1081 6516 0 13
• date343 item1081 6516 0 13","• item1081 machine08 date343 4
• item1081 machine10 date343 1
• item1081 machine21 date343 3
• item1081 machine22 date343 3
• item1081 machine30 date343 2
• item1081 machine33 date343 1"
"• date132 item4652 15015 0 6
• date132 item4652 15015 0 6
• date132 item4652 15015 0 6
• date132 item4652 15015 0 6","• item4652 machine08 date132 1
• item4652 machine10 date132 1
• item4652 machine21 date132 2
• item4652 machine22 date132 2"
"• date134 item3058 24360 0 5
• date134 item3058 24360 0 5
• date134 item3058 24360 0 5
• date134 item3058 24360 0 5","• item3058 machine08 date134 1
• item3058 machine21 date134 1
• item3058 machine32 date134 1
• item3058 machine33 date134 2"
• date318 item3699 6498 0 1,• item3699 machine22 date318 1
"• date208 item5472 33640 0 14
• date208 item5472 33640 0 14
• date208 item5472 33640 0 14","• item5472 machine10 date208 13
• item5472 machine21 date208 1"
"• date023 item1762 179208 0 29
• date023 item1762 179208 0 29
• date023 item1762 179208 0 29","• item1762 machine03 date023 12
• item1762 machine19 date023 9
• item1762 machine20 date023 8"
"• date233 item1826 6498 0 3
• date233 item1826 6498 0 3",• item1826 machine23 date233 3
"• date105 item592 27256 0 14
• date105 item592 27256 0 14
• date105 item592 27256 0 14","• item592 machine21 date105 5
• item592 machine22 date105 5
• item592 machine23 date105 4"
"• date041 item4320 104092 1 318
• date041 item4320 104092 1 318
• date041 item4320 104092 1 318
• date041 item4320 104092 1 318
• date041 item4320 104092 1 318
• date041 item4320 104092 1 318","• item4320 machine01 date041 30
• item4320 machine03 date041 109
• item4320 machine06 date041 22
• item4320 machine16 date041 10
• item4320 machine17 date041 14
• item4320 machine19 date041 133"
"• date182 item808 6498 0 12
• date182 item808 6498 0 12",• item808 machine08 date182 12
• date007 item2365 179208 0 45,• item2365 machine32 date007 45
"• date082 item3934 49390 0 53
• date082 item3934 49390 0 53
• date082 item3934 49390 0 53
• date082 item3934 49390 0 53
• date082 item3934 49390 0 53
• date082 item3934 49390 0 53
• date082 item3934 49390 0 53","• item3934 machine08 date082 4
• item3934 machine09 date082 1
• item3934 machine10 date082 7
• item3934 machine14 date082 14
• item3934 machine21 date082 11
• item3934 machine28 date082 11
• item3934 machine32 date082 6"
• date060 item3569 6498 1 2,• item3569 machine23 date060 2
"• date251 item5099 179208 0 88
• date251 item5099 179208 0 88","• item5099 machine03 date251 70
• item5099 machine05 date251 18"
• date154 item2852 103554 1 9,• item2852 machine23 date154 9
"• date049 item5039 8767 0 19
• date049 item5039 8767 0 19
• date049 item5039 8767 0 19
• date049 item5039 8767 0 19
• date049 item5039 8767 0 19","• item5039 machine04 date049 1
• item5039 machine10 date049 8
• item5039 machine23 date049 3
• item5039 machine28 date049 7
• item5039 machine31 date049 1"
